Date,Server_ID,CPU_Usage(%),RAM_Usage(%),Internal_Temp(C),External_Temp(C),Energy_Usage(kWh),Fan_Status,Failure_Probability,Comments
2025-01-06,Server_14,52.37,37.37,32.88,29.95,47.37,Working,0.0,No issue
2025-01-06,Server_15,88.03,39.22,64.93,23.63,75.44,Working,0.58,No issue
2025-01-06,Server_16,57.46,23.88,46.76,38.76,41.74,Failed,0.0,Slight vibration
2025-01-06,Server_17,44.66,59.71,63.56,17.71,46.09,Failed,0.36,Needs replacement
2025-01-06,Server_18,93.65,62.55,47.5,35.33,61.21,Warning,0.0,Fan noise
2025-01-06,Server_19,25.53,28.34,53.6,32.81,32.18,Working,0.11,No issue
2025-01-06,Server_20,67.91,60.35,42.59,15.36,50.36,Working,0.0,No issue
2025-01-07,Server_1,80.3,61.3,44.88,33.84,63.31,Warning,0.0,Power fluctuation
2025-01-07,Server_2,63.08,68.43,65.9,32.19,70.33,Failed,0.49,Slight vibration
2025-01-07,Server_3,42.76,70.15,61.6,18.19,54.25,Working,0.41,No issue
2025-01-07,Server_4,13.91,79.39,58.24,24.39,47.36,Working,0.2,No issue
2025-01-07,Server_5,90.79,63.42,45.98,31.0,61.73,Warning,0.0,Needs replacement
2025-01-07,Server_6,72.38,26.18,43.33,25.2,54.67,Working,0.0,No issue
2025-01-07,Server_7,57.78,48.89,34.48,35.85,51.62,Working,0.0,No issue
2025-01-07,Server_8,22.08,82.6,73.13,21.61,48.32,Working,0.7,No issue
2025-01-07,Server_9,73.1,41.71,54.66,34.69,65.59,Working,0.24,No issue
2025-01-07,Server_10,90.57,27.96,58.33,32.7,60.48,Working,0.4,No issue
2025-01-07,Server_11,43.96,74.15,56.76,23.0,54.2,Working,0.23,No issue
2025-01-07,Server_12,93.12,40.91,45.72,26.82,70.15,Working,0.0,No issue
2025-01-07,Server_13,35.78,23.97,40.72,29.13,27.74,Working,0.0,No issue
2025-01-07,Server_14,93.27,71.56,32.67,25.57,85.02,Working,0.0,No issue
2025-01-07,Server_15,80.97,20.52,41.89,21.89,48.1,Working,0.0,No issue
2025-01-07,Server_16,90.12,58.78,40.97,21.74,65.44,Working,0.0,No issue
2025-01-07,Server_17,10.63,34.77,69.92,15.49,34.05,Working,0.68,No issue
2025-01-07,Server_18,23.42,85.41,32.62,25.35,42.56,Working,0.0,No issue
2025-01-07,Server_19,29.45,88.77,32.42,31.09,50.54,Warning,0.0,Power fluctuation
2025-01-07,Server_20,28.21,54.14,73.18,24.85,42.9,Working,0.65,No issue
2025-01-08,Server_1,38.43,56.25,32.75,17.46,39.96,Working,0.0,No issue
2025-01-08,Server_2,58.31,35.72,68.61,18.95,51.74,Warning,0.68,Fan noise
2025-01-08,Server_3,31.48,35.24,49.67,32.25,37.95,Working,0.01,No issue
2025-01-08,Server_4,81.04,27.17,49.13,18.63,56.12,Working,0.12,No issue
2025-01-08,Server_5,70.26,46.13,73.26,32.41,63.24,Working,0.75,No issue
2025-01-08,Server_6,36.14,32.3,41.48,18.94,34.97,Working,0.0,No issue
2025-01-08,Server_7,78.83,37.52,76.01,26.04,61.24,Working,0.78,No issue
2025-01-08,Server_8,82.46,65.64,64.02,20.51,75.45,Working,0.49,No issue
2025-01-08,Server_9,16.19,29.97,39.14,27.06,30.18,Warning,0.0,Overheating
2025-01-08,Server_10,75.89,54.45,75.83,15.51,73.49,Warning,0.89,Fan noise
2025-01-08,Server_11,49.75,83.22,38.7,31.14,56.92,Working,0.0,No issue
2025-01-08,Server_12,69.31,80.75,47.38,15.24,61.1,Working,0.0,No issue
2025-01-08,Server_13,34.92,55.52,68.53,32.3,53.11,Working,0.61,No issue
2025-01-08,Server_14,55.96,53.1,78.23,18.81,57.82,Working,0.95,No issue
2025-01-08,Server_15,78.33,89.6,45.64,15.59,82.32,Warning,0.0,Needs replacement
2025-01-08,Server_16,94.83,24.52,72.25,19.14,68.0,Working,0.67,No issue
2025-01-08,Server_17,80.61,84.53,62.47,15.61,76.64,Warning,0.31,Needs replacement
2025-01-08,Server_18,85.99,57.83,66.65,37.66,63.98,Working,0.79,No issue
2025-01-08,Server_19,10.7,29.79,43.79,33.58,15.14,Working,0.01,No issue
2025-01-08,Server_20,62.62,45.6,33.12,38.5,55.92,Working,0.0,No issue
2025-01-09,Server_1,49.6,51.85,47.08,24.6,46.33,Working,0.0,No issue
2025-01-09,Server_2,79.13,84.14,35.11,32.38,74.16,Working,0.0,No issue
2025-01-09,Server_3,42.97,33.62,30.08,18.09,40.33,Working,0.0,No issue
2025-01-09,Server_4,12.42,34.75,63.24,18.53,28.35,Working,0.67,No issue
2025-01-09,Server_5,60.22,24.28,78.06,15.45,52.81,Warning,1.0,Fan noise
2025-01-09,Server_6,24.77,45.52,32.86,22.86,35.74,Working,0.0,No issue
2025-01-09,Server_7,45.45,49.63,55.69,35.01,51.16,Working,0.04,No issue
2025-01-09,Server_8,18.15,77.3,71.74,38.97,37.36,Working,0.74,No issue
2025-01-09,Server_9,82.02,79.13,55.44,24.61,79.3,Warning,0.22,No issue
2025-01-09,Server_10,39.11,76.85,41.88,35.87,59.81,Working,0.0,No issue
2025-01-09,Server_11,16.14,80.39,37.16,23.29,38.16,Working,0.0,No issue
2025-01-09,Server_12,40.43,52.52,70.91,16.98,44.79,Working,0.7,No issue
2025-01-09,Server_13,94.79,38.83,33.1,19.57,70.64,Working,0.0,No issue
2025-01-09,Server_14,51.12,54.65,35.37,30.2,52.07,Working,0.0,No issue
2025-01-09,Server_15,27.21,85.24,62.0,15.81,55.56,Working,0.44,No issue
2025-01-09,Server_16,44.13,85.02,48.26,23.5,55.8,Working,0.0,No issue
2025-01-09,Server_17,71.64,34.22,61.61,29.1,67.36,Warning,0.38,Fan noise
2025-01-09,Server_18,33.2,34.23,57.89,20.16,30.06,Working,0.33,No issue
2025-01-09,Server_19,53.0,26.92,40.06,24.12,44.3,Working,0.0,No issue
2025-01-09,Server_20,59.78,34.55,78.53,35.57,51.54,Working,0.92,No issue
2025-01-10,Server_1,39.78,82.37,59.61,30.87,49.82,Working,0.36,No issue
2025-01-10,Server_2,24.59,60.49,44.04,26.24,39.9,Working,0.0,No issue
2025-01-10,Server_3,87.8,74.8,76.49,21.85,88.51,Working,0.91,No issue
2025-01-10,Server_4,94.25,52.64,44.46,29.74,69.36,Working,0.0,No issue
2025-01-10,Server_5,41.85,46.64,78.08,22.49,44.67,Working,0.89,No issue
2025-01-10,Server_6,76.12,50.31,59.72,36.98,67.99,Working,0.35,No issue
2025-01-10,Server_7,48.61,32.41,67.25,19.01,40.21,Working,0.49,No issue
2025-01-10,Server_8,67.93,73.47,71.13,20.85,75.82,Working,0.71,No issue
2025-01-10,Server_9,90.0,72.89,77.31,35.68,77.94,Warning,1.0,Power fluctuation
2025-01-10,Server_10,70.48,44.28,31.9,25.14,53.31,Working,0.0,No issue
2025-01-10,Server_11,47.44,36.8,42.71,18.86,37.02,Working,0.0,No issue
2025-01-10,Server_12,49.06,65.1,51.48,26.12,57.7,Working,0.1,No issue
2025-01-10,Server_13,88.27,45.94,48.11,34.66,64.79,Working,0.03,No issue
2025-01-10,Server_14,91.53,71.01,78.1,23.38,78.72,Working,0.85,No issue
2025-01-10,Server_15,26.54,67.88,34.44,27.59,48.45,Working,0.0,No issue
2025-01-10,Server_16,16.07,72.9,53.61,32.44,39.54,Working,0.14,No issue
2025-01-10,Server_17,20.11,48.45,32.8,17.98,36.93,Working,0.0,No issue
2025-01-10,Server_18,80.22,61.3,30.0,28.79,70.53,Working,0.0,No issue
2025-01-10,Server_19,44.05,37.61,36.1,39.22,44.21,Working,0.0,No issue
2025-01-10,Server_20,40.05,58.63,61.8,34.33,48.05,Working,0.33,No issue
2025-01-11,Server_1,54.25,57.3,72.01,37.55,53.44,Working,0.74,No issue
2025-01-11,Server_2,69.75,31.79,62.96,34.55,50.15,Working,0.2,No issue
2025-01-11,Server_3,89.15,39.08,30.17,33.25,69.91,Working,0.0,No issue
2025-01-11,Server_4,15.29,54.81,37.67,35.35,31.05,Working,0.0,No issue
2025-01-11,Server_5,48.85,35.23,47.53,21.77,48.03,Working,0.0,No issue
2025-01-11,Server_6,41.95,79.61,61.44,39.26,54.11,Failed,0.34,Power fluctuation
2025-01-11,Server_7,75.55,82.94,43.23,30.43,60.63,Warning,0.0,Fan noise
2025-01-11,Server_8,61.59,62.36,62.33,39.65,63.97,Working,0.41,No issue
2025-01-11,Server_9,92.81,63.58,61.05,29.12,78.42,Working,0.36,No issue
2025-01-11,Server_10,34.21,45.88,41.78,39.41,51.46,Warning,0.0,Overheating
2025-01-11,Server_11,29.17,42.66,30.13,28.97,30.96,Working,0.0,No issue
2025-01-11,Server_12,71.79,28.63,65.59,19.76,59.89,Working,0.56,No issue
2025-01-11,Server_13,57.44,24.59,37.76,23.34,52.93,Working,0.0,No issue
2025-01-11,Server_14,10.73,31.62,33.5,16.79,29.05,Working,0.0,No issue
2025-01-11,Server_15,12.86,42.72,59.83,25.17,40.97,Working,0.36,No issue
2025-01-11,Server_16,11.57,20.79,65.74,15.65,22.31,Working,0.75,No issue
2025-01-11,Server_17,84.83,50.36,70.64,29.55,72.98,Working,0.74,No issue
2025-01-11,Server_18,68.91,35.41,59.12,33.76,62.49,Working,0.3,No issue
2025-01-11,Server_19,38.4,27.13,78.67,25.72,39.52,Working,0.82,No issue
2025-01-11,Server_20,81.8,61.25,44.24,25.61,75.89,Working,0.0,No issue
2025-01-12,Server_1,74.48,38.22,51.47,38.52,57.74,Working,0.1,No issue
2025-01-12,Server_2,92.29,61.18,64.39,32.91,74.68,Working,0.66,No issue
2025-01-12,Server_3,38.49,86.81,60.43,20.92,47.56,Working,0.38,No issue
2025-01-12,Server_4,53.14,66.0,34.4,38.18,55.21,Working,0.0,No issue
2025-01-12,Server_5,47.39,38.34,43.85,27.28,42.45,Working,0.0,No issue
2025-01-12,Server_6,34.05,63.52,43.08,37.12,52.17,Working,0.0,No issue
2025-01-12,Server_7,17.03,44.52,79.62,17.68,38.19,Working,1.0,No issue
2025-01-12,Server_8,26.3,44.22,75.0,28.72,29.29,Working,0.86,No issue
2025-01-12,Server_9,51.56,41.17,39.94,19.06,42.55,Warning,0.0,Overheating
2025-01-12,Server_10,52.94,60.11,59.78,34.63,55.42,Warning,0.31,Needs replacement
2025-01-12,Server_11,43.54,33.66,57.58,34.59,45.94,Working,0.36,No issue
2025-01-12,Server_12,58.93,23.45,69.89,17.26,50.08,Failed,0.43,Power fluctuation
2025-01-12,Server_13,41.76,30.86,73.48,28.91,40.95,Working,0.73,No issue
2025-01-12,Server_14,74.09,69.76,37.34,30.14,60.17,Warning,0.0,Power fluctuation
2025-01-12,Server_15,84.24,42.03,61.7,26.14,70.62,Failed,0.26,No issue
2025-01-12,Server_16,34.28,55.58,69.39,39.61,41.46,Working,0.67,No issue
2025-01-12,Server_17,23.28,29.49,70.53,37.56,33.73,Working,0.68,No issue
2025-01-12,Server_18,27.84,74.86,66.98,18.84,48.17,Working,0.62,No issue
2025-01-12,Server_19,26.51,79.18,58.19,34.99,48.51,Warning,0.31,Overheating
2025-01-12,Server_20,73.63,77.59,52.79,28.59,70.31,Working,0.12,No issue
2025-01-13,Server_1,25.06,31.7,71.94,23.03,35.75,Working,0.57,No issue
2025-01-13,Server_2,10.1,25.25,79.45,19.32,24.26,Working,1.0,No issue
2025-01-13,Server_3,87.21,84.01,68.46,18.46,90.53,Working,0.77,No issue
2025-01-13,Server_4,63.38,49.61,55.92,20.32,45.52,Working,0.17,No issue
2025-01-13,Server_5,10.36,21.76,79.56,38.15,24.79,Working,0.96,No issue
2025-01-13,Server_6,38.24,49.77,37.75,38.72,46.14,Working,0.0,No issue
2025-01-13,Server_7,54.08,82.26,57.6,27.82,56.04,Working,0.2,No issue
2025-01-13,Server_8,43.93,64.52,35.24,18.65,47.49,Warning,0.0,Overheating
2025-01-13,Server_9,80.7,59.45,37.91,31.36,61.87,Working,0.0,No issue
2025-01-13,Server_10,18.81,89.93,73.9,31.41,60.07,Working,0.77,No issue
2025-01-13,Server_11,61.09,64.01,38.56,29.71,55.26,Working,0.0,No issue
2025-01-13,Server_12,50.88,69.26,61.2,29.79,47.95,Working,0.4,No issue
2025-01-13,Server_13,47.86,21.57,76.62,18.03,49.88,Warning,0.72,Fan noise
2025-01-13,Server_14,61.25,83.37,35.62,21.88,63.34,Working,0.0,No issue
2025-01-13,Server_15,46.97,30.14,56.91,36.13,47.92,Working,0.21,No issue
2025-01-13,Server_16,34.16,39.08,49.95,21.56,43.07,Working,0.19,No issue
2025-01-13,Server_17,63.07,63.71,54.46,24.63,48.33,Working,0.11,No issue
2025-01-13,Server_18,22.64,86.22,36.57,39.47,47.7,Working,0.0,No issue
2025-01-13,Server_19,94.76,57.87,67.83,23.2,79.94,Working,0.62,No issue
2025-01-13,Server_20,13.92,68.19,34.39,32.38,24.97,Working,0.0,No issue
2025-01-14,Server_1,80.65,29.64,44.8,15.6,65.32,Working,0.0,No issue
2025-01-14,Server_2,11.45,33.57,30.67,19.95,28.03,Working,0.0,No issue
2025-01-14,Server_3,62.84,84.75,52.8,15.85,70.55,Working,0.09,No issue
2025-01-14,Server_4,31.27,36.46,48.64,22.49,40.21,Working,0.0,No issue
2025-01-14,Server_5,15.63,51.28,77.24,16.86,36.58,Working,0.73,No issue
2025-01-14,Server_6,33.16,44.17,35.26,27.83,38.47,Working,0.0,No issue
2025-01-14,Server_7,10.42,75.1,48.66,16.33,45.41,Warning,0.06,No issue
2025-01-14,Server_8,81.86,34.79,31.88,30.8,54.66,Working,0.0,No issue
2025-01-14,Server_9,77.14,61.9,35.47,33.72,67.16,Warning,0.0,No issue
2025-01-14,Server_10,40.34,50.31,40.46,31.18,44.2,Working,0.0,No issue
2025-01-14,Server_11,71.32,67.76,61.17,21.71,64.14,Warning,0.38,Overheating
2025-01-14,Server_12,20.29,72.91,79.44,33.17,43.75,Working,0.95,No issue
2025-01-14,Server_13,42.2,71.43,35.09,28.44,51.66,Working,0.0,No issue
2025-01-14,Server_14,42.25,64.98,32.44,24.99,46.25,Working,0.0,No issue
2025-01-14,Server_15,70.16,60.5,33.04,25.27,57.53,Working,0.0,No issue
2025-01-14,Server_16,17.5,50.63,69.96,36.47,36.74,Working,0.73,No issue
2025-01-14,Server_17,68.54,58.53,67.68,32.79,56.04,Working,0.48,No issue
2025-01-14,Server_18,19.33,39.76,65.27,36.83,36.11,Working,0.56,No issue
2025-01-14,Server_19,74.02,22.53,64.09,28.58,53.26,Working,0.65,No issue
2025-01-14,Server_20,78.55,23.97,37.32,25.6,62.49,Working,0.0,No issue
2025-01-15,Server_1,24.28,52.43,35.55,37.35,36.82,Working,0.0,No issue
2025-01-15,Server_2,63.18,29.57,63.14,39.35,47.24,Warning,0.51,Power fluctuation
2025-01-15,Server_3,65.1,37.55,42.32,21.24,56.5,Warning,0.0,Fan noise
2025-01-15,Server_4,50.73,87.81,34.3,24.77,58.22,Warning,0.0,Slight vibration
2025-01-15,Server_5,62.9,53.8,73.6,35.17,67.86,Working,0.67,No issue
2025-01-15,Server_6,35.85,64.75,66.46,33.14,50.66,Working,0.41,No issue
2025-01-15,Server_7,65.92,50.27,70.04,17.8,55.7,Working,0.68,No issue
2025-01-15,Server_8,88.28,75.14,45.31,27.57,70.22,Working,0.0,No issue
2025-01-15,Server_9,88.76,24.59,50.53,39.94,62.13,Working,0.07,No issue
2025-01-15,Server_10,76.74,30.77,54.79,33.11,56.66,Working,0.25,No issue
2025-01-15,Server_11,69.76,88.86,61.09,27.98,63.29,Warning,0.27,Fan noise
2025-01-15,Server_12,77.46,34.12,33.04,22.58,55.07,Working,0.0,No issue
2025-01-15,Server_13,71.59,32.29,42.09,30.39,57.89,Working,0.0,No issue
2025-01-15,Server_14,28.92,86.97,39.58,22.73,42.26,Working,0.0,No issue
2025-01-15,Server_15,64.96,57.73,73.62,34.04,66.07,Working,0.66,No issue
2025-01-15,Server_16,70.81,86.18,78.7,21.18,81.93,Working,0.92,No issue
2025-01-15,Server_17,19.77,83.51,50.75,37.28,47.41,Failed,0.15,No issue
2025-01-15,Server_18,17.04,54.18,45.56,27.16,36.98,Working,0.0,No issue
2025-01-15,Server_19,93.77,55.08,67.94,38.99,77.74,Working,0.68,No issue
2025-01-15,Server_20,69.39,56.71,30.22,15.54,64.39,Working,0.0,No issue
2025-01-16,Server_1,15.71,39.4,47.17,25.84,33.19,Working,0.0,No issue
2025-01-16,Server_2,90.89,22.99,58.18,21.54,70.04,Working,0.31,No issue
2025-01-16,Server_3,32.3,54.69,56.35,31.02,41.66,Working,0.07,No issue
2025-01-16,Server_4,41.19,88.28,67.8,16.2,66.98,Working,0.52,No issue
2025-01-16,Server_5,22.74,74.94,65.59,20.85,39.71,Working,0.58,No issue
2025-01-16,Server_6,25.03,39.02,58.82,38.65,40.13,Working,0.21,No issue
2025-01-16,Server_7,45.89,29.66,76.55,16.8,53.34,Working,0.86,No issue
2025-01-16,Server_8,26.71,46.83,66.22,20.57,28.76,Warning,0.47,No issue
2025-01-16,Server_9,53.53,71.2,32.23,16.85,56.43,Working,0.0,No issue
2025-01-16,Server_10,74.64,77.62,79.93,26.4,81.08,Working,1.0,No issue
2025-01-16,Server_11,17.38,65.73,47.89,23.08,33.99,Working,0.0,No issue
2025-01-16,Server_12,36.86,65.42,73.57,24.95,53.12,Working,0.7,No issue
2025-01-16,Server_13,19.51,20.09,75.24,25.82,36.97,Working,0.84,No issue
2025-01-16,Server_14,60.12,83.72,64.67,31.11,74.4,Working,0.36,No issue
2025-01-16,Server_15,75.91,87.42,73.4,20.55,74.69,Working,0.79,No issue
2025-01-16,Server_16,92.87,46.73,50.54,22.2,71.92,Working,0.0,No issue
2025-01-16,Server_17,62.3,33.06,38.16,30.81,57.68,Warning,0.0,Slight vibration
2025-01-16,Server_18,27.78,75.24,59.49,38.21,48.65,Warning,0.25,Fan noise
2025-01-16,Server_19,58.69,40.24,56.33,20.41,45.97,Warning,0.19,Overheating
2025-01-16,Server_20,42.69,50.77,35.09,21.22,44.42,Working,0.0,No issue
2025-01-17,Server_1,52.49,74.51,69.53,36.94,67.99,Working,0.58,No issue
2025-01-17,Server_2,65.34,44.93,56.57,19.9,59.1,Warning,0.27,Fan noise
2025-01-17,Server_3,14.47,79.77,77.04,22.81,49.89,Working,0.92,No issue
2025-01-17,Server_4,92.19,42.87,33.17,35.62,62.94,Working,0.0,No issue
2025-01-17,Server_5,12.95,46.62,32.13,18.59,32.11,Working,0.0,No issue
2025-01-17,Server_6,29.16,25.5,38.52,18.37,26.85,Working,0.0,No issue
2025-01-17,Server_7,38.01,63.97,73.42,28.32,51.16,Warning,0.65,Power fluctuation
2025-01-17,Server_8,74.22,78.91,33.67,19.15,57.68,Working,0.0,No issue
2025-01-17,Server_9,50.43,21.55,76.09,18.81,49.31,Warning,0.8,Needs replacement
2025-01-17,Server_10,88.42,51.31,48.06,26.38,72.27,Working,0.0,No issue
2025-01-17,Server_11,64.3,73.08,36.24,37.79,64.24,Working,0.0,No issue
2025-01-17,Server_12,31.71,39.67,70.41,22.07,38.48,Working,0.77,No issue
2025-01-17,Server_13,18.68,62.04,78.95,38.81,39.49,Working,1.0,No issue
2025-01-17,Server_14,51.3,21.6,50.97,39.57,46.42,Working,0.02,No issue
2025-01-17,Server_15,23.59,88.41,43.39,23.2,47.22,Working,0.0,No issue
2025-01-17,Server_16,56.42,81.01,71.65,37.8,68.54,Warning,0.92,No issue
2025-01-17,Server_17,84.29,26.73,48.83,21.29,57.38,Working,0.0,No issue
2025-01-17,Server_18,25.49,85.1,52.17,29.49,53.32,Working,0.07,No issue
2025-01-17,Server_19,42.95,86.66,63.74,18.43,52.22,Working,0.43,No issue
2025-01-17,Server_20,89.55,59.84,30.14,24.87,66.37,Working,0.0,No issue
2025-01-18,Server_1,34.95,64.56,38.3,38.2,40.26,Working,0.0,No issue
2025-01-18,Server_2,65.69,82.35,69.45,16.87,70.01,Working,0.66,No issue
2025-01-18,Server_3,17.48,24.98,38.85,26.32,25.32,Warning,0.0,Overheating
2025-01-18,Server_4,48.47,62.86,55.96,19.93,44.98,Working,0.16,No issue
2025-01-18,Server_5,82.21,33.17,36.94,39.04,56.59,Working,0.0,No issue
2025-01-18,Server_6,84.0,82.93,30.41,22.73,63.55,Working,0.0,No issue
2025-01-18,Server_7,39.4,55.26,78.09,34.5,52.98,Working,0.69,No issue
2025-01-18,Server_8,24.69,47.29,78.72,17.68,47.75,Working,0.83,No issue
2025-01-18,Server_9,94.27,37.16,53.48,20.03,56.13,Working,0.14,No issue
2025-01-18,Server_10,67.43,45.04,60.84,36.87,56.02,Working,0.36,No issue
2025-01-18,Server_11,72.92,64.53,32.07,32.95,65.29,Warning,0.0,Overheating
2025-01-18,Server_12,13.26,29.11,66.05,33.92,33.07,Working,0.43,No issue
2025-01-18,Server_13,13.24,38.19,49.47,33.56,22.05,Warning,0.0,Power fluctuation
2025-01-18,Server_14,67.35,20.19,68.94,30.82,48.82,Working,0.66,No issue
2025-01-18,Server_15,86.19,46.67,34.24,15.63,70.76,Working,0.0,No issue
2025-01-18,Server_16,28.61,38.61,66.91,33.97,33.3,Working,0.51,No issue
2025-01-18,Server_17,12.58,69.7,63.41,34.82,51.21,Working,0.41,No issue
2025-01-18,Server_18,19.75,29.7,49.78,30.8,24.73,Working,0.05,No issue
2025-01-18,Server_19,11.56,68.4,34.78,39.12,40.33,Working,0.0,No issue
2025-01-18,Server_20,88.85,55.55,79.15,23.65,78.63,Working,0.93,No issue
2025-01-19,Server_1,24.54,29.75,56.75,29.15,28.69,Working,0.04,No issue
2025-01-19,Server_2,22.43,48.0,30.46,18.47,35.89,Working,0.0,No issue
2025-01-19,Server_3,48.81,40.62,70.21,37.64,46.56,Working,0.79,No issue
2025-01-19,Server_4,85.87,27.25,34.31,22.1,65.7,Warning,0.0,Slight vibration
2025-01-19,Server_5,39.79,39.76,47.63,27.48,35.03,Working,0.21,No issue
2025-01-19,Server_6,28.83,55.2,62.6,36.14,45.08,Failed,0.39,Power fluctuation
2025-01-19,Server_7,88.54,58.01,75.9,26.5,75.35,Working,0.64,No issue
2025-01-19,Server_8,48.25,88.77,46.49,15.75,60.85,Working,0.1,No issue
2025-01-19,Server_9,43.48,81.07,40.99,15.05,56.76,Working,0.0,No issue
2025-01-19,Server_10,90.5,47.34,47.09,34.92,75.1,Working,0.0,No issue
2025-01-19,Server_11,33.33,39.0,31.08,37.6,25.88,Failed,0.0,Fan noise
2025-01-19,Server_12,61.71,53.41,49.49,18.47,59.31,Warning,0.0,Power fluctuation
2025-01-19,Server_13,47.45,59.77,63.81,39.25,46.95,Working,0.58,No issue
2025-01-19,Server_14,76.02,83.57,39.09,36.6,65.02,Working,0.0,No issue
2025-01-19,Server_15,83.71,79.68,74.88,34.66,78.1,Working,0.9,No issue
2025-01-19,Server_16,82.94,64.03,69.33,18.6,75.26,Working,0.68,No issue
2025-01-19,Server_17,87.13,23.11,65.49,16.19,56.43,Working,0.46,No issue
2025-01-19,Server_18,62.1,87.33,35.06,38.6,61.84,Working,0.0,No issue
2025-01-19,Server_19,88.68,59.2,67.17,26.73,81.66,Working,0.46,No issue
2025-01-19,Server_20,67.46,87.59,71.7,24.85,74.23,Working,0.87,No issue
2025-01-20,Server_1,86.34,52.71,34.86,24.31,74.49,Working,0.0,No issue
2025-01-20,Server_2,12.43,87.72,70.09,35.65,47.2,Working,0.91,No issue
2025-01-20,Server_3,81.07,61.08,32.31,19.52,65.82,Working,0.0,No issue
2025-01-20,Server_4,47.28,70.99,53.42,17.43,47.57,Working,0.19,No issue
2025-01-20,Server_5,77.17,63.46,63.13,16.92,62.08,Working,0.43,No issue
2025-01-20,Server_6,59.19,39.72,65.47,34.77,58.47,Working,0.52,No issue
2025-01-20,Server_7,48.37,47.23,37.65,30.44,52.4,Warning,0.0,Power fluctuation
2025-01-20,Server_8,57.27,52.22,78.68,18.67,65.66,Working,0.9,No issue
2025-01-20,Server_9,57.79,61.77,71.65,25.07,63.26,Working,0.68,No issue
2025-01-20,Server_10,65.76,75.08,49.41,33.65,67.59,Working,0.04,No issue
2025-01-20,Server_11,37.92,39.49,77.75,20.96,48.89,Working,1.0,No issue
2025-01-20,Server_12,32.18,85.04,44.41,39.0,55.49,Working,0.0,No issue
2025-01-20,Server_13,41.49,77.1,52.71,23.13,67.04,Working,0.08,No issue
2025-01-20,Server_14,25.87,20.5,64.55,23.51,30.17,Working,0.49,No issue
2025-01-20,Server_15,52.75,23.08,77.62,38.82,53.76,Working,0.83,No issue
2025-01-20,Server_16,35.78,71.41,31.27,32.47,43.28,Working,0.0,No issue
2025-01-20,Server_17,62.34,31.84,32.39,27.97,49.03,Working,0.0,No issue
2025-01-20,Server_18,52.21,35.86,32.33,21.46,63.47,Working,0.0,No issue
2025-01-20,Server_19,59.91,67.77,77.24,15.04,64.17,Failed,0.84,Slight vibration
2025-01-20,Server_20,26.91,52.08,32.59,38.86,29.46,Working,0.0,No issue
2025-01-21,Server_1,30.9,79.47,30.01,23.79,38.54,Working,0.0,No issue
2025-01-21,Server_2,57.58,63.57,63.4,34.27,59.66,Working,0.49,No issue
2025-01-21,Server_3,84.6,73.77,70.87,25.87,80.68,Working,0.61,No issue
2025-01-21,Server_4,50.02,26.94,53.38,34.38,43.5,Working,0.02,No issue
2025-01-21,Server_5,17.99,72.35,74.88,37.33,52.14,Working,0.86,No issue
2025-01-21,Server_6,55.62,56.29,70.38,19.78,56.52,Working,0.59,No issue
2025-01-21,Server_7,19.65,59.59,69.21,25.97,41.5,Working,0.6,No issue
2025-01-21,Server_8,72.43,66.04,51.61,21.93,65.43,Working,0.22,No issue
2025-01-21,Server_9,23.98,47.86,69.01,33.26,30.34,Working,0.51,No issue
2025-01-21,Server_10,38.48,62.17,35.78,38.69,42.36,Working,0.0,No issue
2025-01-21,Server_11,81.68,89.42,34.73,38.53,70.74,Working,0.0,No issue
2025-01-21,Server_12,48.81,88.43,31.67,32.33,51.74,Working,0.0,No issue
2025-01-21,Server_13,66.49,77.22,72.42,32.8,76.21,Working,0.78,No issue
2025-01-21,Server_14,25.83,60.26,52.17,26.01,42.38,Warning,0.04,Overheating
2025-01-21,Server_15,55.83,29.33,55.57,29.69,52.05,Warning,0.12,Overheating
2025-01-21,Server_16,12.74,46.27,68.88,38.91,27.88,Working,0.61,No issue
2025-01-21,Server_17,51.47,36.35,49.3,23.03,36.48,Warning,0.0,Fan noise
2025-01-21,Server_18,73.99,61.83,65.8,36.83,74.38,Warning,0.65,Overheating
2025-01-21,Server_19,20.07,75.78,52.01,32.24,42.64,Working,0.04,No issue
2025-01-21,Server_20,91.04,61.68,59.86,17.0,77.93,Working,0.35,No issue
2025-01-22,Server_1,24.27,35.88,69.22,18.61,31.25,Working,0.6,No issue
2025-01-22,Server_2,15.06,46.33,31.82,31.41,37.14,Warning,0.0,Needs replacement
2025-01-22,Server_3,14.08,52.29,73.99,22.77,40.79,Working,0.6,No issue
2025-01-22,Server_4,89.67,25.07,53.48,27.56,72.18,Working,0.0,No issue
2025-01-22,Server_5,63.36,81.47,50.41,21.09,65.04,Working,0.0,No issue
2025-01-22,Server_6,29.81,23.83,42.08,28.1,36.59,Warning,0.0,No issue
2025-01-22,Server_7,80.51,48.93,76.98,38.4,65.45,Warning,0.92,Fan noise
2025-01-22,Server_8,77.28,28.03,79.78,25.81,63.44,Working,1.0,No issue
2025-01-22,Server_9,85.82,49.55,68.0,27.19,70.81,Working,0.64,No issue
2025-01-22,Server_10,40.51,22.59,36.78,15.17,25.16,Warning,0.0,Fan noise
2025-01-22,Server_11,49.49,33.0,76.3,15.45,41.56,Working,0.78,No issue
2025-01-22,Server_12,55.42,41.25,67.32,30.1,48.35,Working,0.7,No issue
